"","Genus","Species","Antibiotic","Equiv","Result","Phenotype","Data"
"205427","Escherichia","coli","TET","<=","4","S","PNUSAE011703"
"205431","Escherichia","coli","TET","<=","4","S","PNUSAE010124"
"205432","Escherichia","coli","TET","<=","4","S","PNUSAE011164"
"205433","Escherichia","coli","TET","<=","4","S","PNUSAE012158"
"205434","Escherichia","coli","TET",">","32","R","PNUSAE012903"
"205437","Escherichia","coli","TET","<=","4","S","PNUSAE013726"
"205438","Escherichia","coli","TET","<=","4","S","PNUSAE010312"
"205440","Escherichia","coli","TET","<=","4","S","PNUSAE009384"
"205441","Escherichia","coli","TET",">","32","R","PNUSAE012147"
"205442","Escherichia","coli","TET","<=","4","S","PNUSAE009861"
"205444","Escherichia","coli","TET","<=","4","S","PNUSAE010824"
"205446","Escherichia","coli","TET","<=","4","S","PNUSAE011663"
"205450","Escherichia","coli","TET","<=","4","S","PNUSAE011110"
"205455","Escherichia","coli","TET",">","32","R","PNUSAE010837"
"205457","Escherichia","coli","TET","<=","4","S","PNUSAE011183"
"205460","Escherichia","coli","TET","<=","4","S","PNUSAE009996"
"205461","Escherichia","coli","TET","<=","4","S","PNUSAE011767"
"205462","Escherichia","coli","TET","<=","4","S","PNUSAE010823"
"205463","Escherichia","coli","TET","<=","4","S","PNUSAE014232"
"205464","Escherichia","coli","TET","<=","4","S","PNUSAE010649"
"205465","Escherichia","coli","TET",">","32","R","PNUSAE012124"
"205469","Escherichia","coli","TET","<=","4","S","PNUSAE012243"
"205470","Escherichia","coli","TET","<=","4","S","PNUSAE011985"
"205471","Escherichia","coli","TET",">","32","R","PNUSAE012266"
"205475","Escherichia","coli","TET","<=","4","S","PNUSAE011282"
"205476","Escherichia","coli","TET","<=","4","S","PNUSAE010849"
"205478","Escherichia","coli","TET","<=","4","S","PNUSAE012606"
"205484","Escherichia","coli","TET",">","32","R","PNUSAE010691"
"205487","Escherichia","coli","TET","<=","4","S","PNUSAE011160"
"205488","Escherichia","coli","TET","=","32","R","PNUSAE011161"
"205491","Escherichia","coli","TET","<=","4","S","PNUSAE013109"
"205502","Escherichia","coli","TET","<=","4","S","PNUSAE014269"
"205503","Escherichia","coli","TET","<=","4","S","PNUSAE013038"
"205513","Escherichia","coli","TET",">","32","R","PNUSAE012191"
"205514","Escherichia","coli","TET","<=","4","S","PNUSAE012184"
"205534","Escherichia","coli","TET","=","16","R","PNUSAE013621"
"205544","Escherichia","coli","TET","<=","4","S","PNUSAE013279"
"205545","Escherichia","coli","TET","<=","4","S","PNUSAE012982"
"205567","Escherichia","coli","TET","<=","4","S","SAMN07795430"
"205568","Escherichia","coli","TET","<=","4","S","PNUSAE013714"
"205583","Escherichia","coli","TET","<=","4","S","PNUSAE012090"
"205584","Escherichia","coli","TET","<=","4","S","PNUSAE007348"
"205606","Escherichia","coli","TET","<=","4","S","PNUSAE012068"
"205613","Escherichia","coli","TET","<=","4","S","PNUSAE012524"
"205627","Escherichia","coli","TET","<=","4","S","PNUSAE012285"
"205673","Escherichia","coli","TET","<=","4","S","PNUSAE012976"
"205674","Escherichia","coli","TET","<=","4","S","PNUSAE006605"
"205677","Escherichia","coli","TET","<=","4","S","PNUSAE013242"
"205694","Escherichia","coli","TET","<=","4","S","PNUSAE012706"
"205696","Escherichia","coli","TET","<=","4","S","PNUSAE007590"
"205701","Escherichia","coli","TET","=","32","R","PNUSAE013555"
"205702","Escherichia","coli","TET","<=","4","S","PNUSAE013782"
"205716","Escherichia","coli","TET","<=","4","S","PNUSAE011972"
"205728","Escherichia","coli","TET","<=","4","S","PNUSAE014765"
"205729","Escherichia","coli","TET",">","32","R","PNUSAE014332"
"205736","Escherichia","coli","TET","<=","4","S","PNUSAE012674"
"205743","Escherichia","coli","TET","<=","4","S","PNUSAE016682"
"205744","Escherichia","coli","TET","<=","4","S","PNUSAE015780"
"205745","Escherichia","coli","TET","<=","4","S","PNUSAE014719"
"205754","Escherichia","coli","TET","<=","4","S","PNUSAE012709"
"205755","Escherichia","coli","TET","<=","4","S","PNUSAE013112"
"205759","Escherichia","coli","TET",">","32","R","PNUSAE014274"
"205765","Escherichia","coli","TET","<=","4","S","PNUSAE013412"
"205766","Escherichia","coli","TET","<=","4","S","PNUSAE015212"
"205770","Escherichia","coli","TET","<=","4","S","PNUSAE013471"
"205790","Escherichia","coli","TET","<=","4","S","PNUSAE015078"
"205791","Escherichia","coli","TET","<=","4","S","PNUSAE014731"
"205792","Escherichia","coli","TET","<=","4","S","PNUSAE013622"
"205797","Escherichia","coli","TET","<=","4","S","PNUSAE016138"
"205805","Escherichia","coli","TET","<=","4","S","PNUSAE015871"
"205806","Escherichia","coli","TET","<=","4","S","PNUSAE013586"
"205807","Escherichia","coli","TET","<=","4","S","PNUSAE014775"
"205813","Escherichia","coli","TET","=","32","R","PNUSAE014048"
"205818","Escherichia","coli","TET","<=","4","S","PNUSAE013379"
"205822","Escherichia","coli","TET","<=","4","S","PNUSAE018078"
"205823","Escherichia","coli","TET","<=","4","S","PNUSAE012199"
"205824","Escherichia","coli","TET","<=","4","S","PNUSAE016602"
"205827","Escherichia","coli","TET",">","32","R","PNUSAE014270"
"205828","Escherichia","coli","TET","=","32","R","PNUSAE017308"
"205831","Escherichia","coli","TET","=","32","R","SAMN10230730"
"205836","Escherichia","coli","TET","=","32","R","PNUSAE013347"
"205837","Escherichia","coli","TET",">","32","R","PNUSAE014369"
"205841","Escherichia","coli","TET","<=","4","S","PNUSAE015759"
"205852","Escherichia","coli","TET","=","32","R","PNUSAE013827"
"205858","Escherichia","coli","TET",">","32","R","PNUSAE017250"
"205861","Escherichia","coli","TET","<=","4","S","PNUSAE018320"
"205862","Escherichia","coli","TET",">","32","R","PNUSAE018092"
"205872","Escherichia","coli","TET","<=","4","S","PNUSAE016066"
"205873","Escherichia","coli","TET","<=","4","S","PNUSAE018470"
"205877","Escherichia","coli","TET","<=","4","S","SAMN13283329"
"205878","Escherichia","coli","TET","<=","4","S","SAMN13279835"
"205879","Escherichia","coli","TET","<=","4","S","SAMN13283334"
"205881","Escherichia","coli","TET","<=","4","S","PNUSAE016693"
"205883","Escherichia","coli","TET","<=","4","S","PNUSAE013012"
"205885","Escherichia","coli","TET","<=","4","S","PNUSAE016225"
"205886","Escherichia","coli","TET","<=","4","S","PNUSAE016933"
"205887","Escherichia","coli","TET","<=","4","S","PNUSAE019935"
"205888","Escherichia","coli","TET","<=","4","S","PNUSAE017163"
"205889","Escherichia","coli","TET","<=","4","S","PNUSAE013515"
"205890","Escherichia","coli","TET",">","32","R","PNUSAE013686"
"205891","Escherichia","coli","TET","<=","4","S","PNUSAE019273"
"205892","Escherichia","coli","TET","<=","4","S","PNUSAE018493"
"205894","Escherichia","coli","TET","<=","4","S","PNUSAE016139"
"205895","Escherichia","coli","TET","<=","4","S","PNUSAE019109"
"205897","Escherichia","coli","TET",">","32","R","PNUSAE019105"
"205898","Escherichia","coli","TET","<=","4","S","PNUSAE016589"
"205900","Escherichia","coli","TET",">","32","R","PNUSAE013687"
"205901","Escherichia","coli","TET","<=","4","S","PNUSAE014053"
"205902","Escherichia","coli","TET","=","32","R","PNUSAE014056"
"205903","Escherichia","coli","TET","<=","4","S","PNUSAE014057"
"205904","Escherichia","coli","TET","<=","4","S","PNUSAE014583"
"205909","Escherichia","coli","TET","<=","4","S","PNUSAE012595"
"205911","Escherichia","coli","TET","<=","4","S","PNUSAE016743"
"205912","Escherichia","coli","TET","<=","4","S","PNUSAE018774"
"205914","Escherichia","coli","TET","<=","4","S","PNUSAE015234"
"205915","Escherichia","coli","TET","<=","4","S","PNUSAE016352"
"205919","Escherichia","coli","TET","<=","4","S","SAMN13279834"
"205920","Escherichia","coli","TET",">","32","R","SAMN13280849"
"205921","Escherichia","coli","TET","<=","4","S","SAMN13280863"
"205932","Escherichia","coli","TET","<=","4","S","PNUSAE018534"
"205934","Escherichia","coli","TET","<=","4","S","PNUSAE016154"
"205935","Escherichia","coli","TET","<=","4","S","PNUSAE016708"
"205956","Escherichia","coli","TET","<=","4","S","PNUSAE019463"
"205960","Escherichia","coli","TET","<=","4","S","PNUSAE011846"
"205961","Escherichia","coli","TET","=","32","R","PNUSAE013769"
"205965","Escherichia","coli","TET","<=","4","S","PNUSAE019920"
"205966","Escherichia","coli","TET","<=","4","S","PNUSAE018380"
"205982","Escherichia","coli","TET","<=","4","S","PNUSAE019484"
"205984","Escherichia","coli","TET","=","32","R","PNUSAE013783"
"205988","Escherichia","coli","TET","<=","4","S","PNUSAE020519"
"205991","Escherichia","coli","TET","<=","4","S","PNUSAE015999"
"205992","Escherichia","coli","TET","<=","4","S","PNUSAE017293"
"205993","Escherichia","coli","TET",">","32","R","PNUSAE018744"
"205995","Escherichia","coli","TET","<=","4","S","PNUSAE015395"
"205996","Escherichia","coli","TET","<=","4","S","PNUSAE019411"
"205997","Escherichia","coli","TET","<=","4","S","PNUSAE019832"
"206004","Escherichia","coli","TET","<=","4","S","PNUSAE015206"
"206005","Escherichia","coli","TET","<=","4","S","PNUSAE017549"
"206006","Escherichia","coli","TET","<=","4","S","PNUSAE018859"
"206011","Escherichia","coli","TET","<=","4","S","PNUSAE020493"
"206016","Escherichia","coli","TET","<=","4","S","PNUSAE019219"
"206020","Escherichia","coli","TET","<=","4","S","PNUSAE020299"
"206021","Escherichia","coli","TET","<=","4","S","PNUSAE020889"
"206024","Escherichia","coli","TET","<=","4","S","PNUSAE019642"
"206029","Escherichia","coli","TET","<=","4","S","PNUSAE016550"
"206030","Escherichia","coli","TET","<=","4","S","PNUSAE018576"
"206034","Escherichia","coli","TET","<=","4","S","PNUSAE019805"
"206035","Escherichia","coli","TET","<=","4","S","PNUSAE020840"
"206038","Escherichia","coli","TET","<=","4","S","PNUSAE015602"
"206041","Escherichia","coli","TET","<=","4","S","PNUSAE020518"
"206042","Escherichia","coli","TET","<=","4","S","PNUSAE019739"
"206045","Escherichia","coli","TET","<=","4","S","PNUSAE020789"
"206046","Escherichia","coli","TET","<=","4","S","PNUSAE021393"
"206047","Escherichia","coli","TET","<=","4","S","PNUSAE019675"
"206048","Escherichia","coli","TET","<=","4","S","PNUSAE016025"
"206049","Escherichia","coli","TET","<=","4","S","PNUSAE020588"
"206051","Escherichia","coli","TET","<=","4","S","PNUSAE020264"
"206057","Escherichia","coli","TET","<=","4","S","PNUSAE021337"
"206060","Escherichia","coli","TET","<=","4","S","PNUSAE016997"
"206065","Escherichia","coli","TET","<=","4","S","PNUSAE022107"
"206067","Escherichia","coli","TET","<=","4","S","PNUSAE021561"
"206068","Escherichia","coli","TET","<=","4","S","PNUSAE021567"
"206069","Escherichia","coli","TET","<=","4","S","PNUSAE019983"
"206070","Escherichia","coli","TET","<=","4","S","PNUSAE019409"
"206071","Escherichia","coli","TET",">","32","R","PNUSAE020098"
"206078","Escherichia","coli","TET","<=","4","S","PNUSAE019614"
"206079","Escherichia","coli","TET","<=","4","S","PNUSAE017042"
"206080","Escherichia","coli","TET","<=","4","S","PNUSAE018138"
"206084","Escherichia","coli","TET","<=","4","S","PNUSAE019533"
"206086","Escherichia","coli","TET","<=","4","S","PNUSAE019726"
"206089","Escherichia","coli","TET","<=","4","S","PNUSAE019329"
"206090","Escherichia","coli","TET","<=","4","S","PNUSAE021588"
"206091","Escherichia","coli","TET","<=","4","S","PNUSAE021236"
"206099","Escherichia","coli","TET",">","32","R","PNUSAE021148"
"206100","Escherichia","coli","TET","<=","4","S","PNUSAE021901"
"206102","Escherichia","coli","TET","<=","4","S","PNUSAE020814"
"206104","Escherichia","coli","TET","<=","4","S","PNUSAE017189"
"206105","Escherichia","coli","TET","<=","4","S","PNUSAE020254"
"206110","Escherichia","coli","TET","=","32","R","PNUSAE022469"
"206111","Escherichia","coli","TET","<=","4","S","PNUSAE021802"
"206113","Escherichia","coli","TET","<=","4","S","PNUSAE024487"
"206115","Escherichia","coli","TET","<=","4","S","PNUSAE020169"
"206116","Escherichia","coli","TET",">","32","R","PNUSAE021710"
"206117","Escherichia","coli","TET","<=","4","S","PNUSAE021571"
"206118","Escherichia","coli","TET","<=","4","S","PNUSAE020675"
"206119","Escherichia","coli","TET","<=","4","S","PNUSAE021657"
"206120","Escherichia","coli","TET","<=","4","S","PNUSAE017833"
"206121","Escherichia","coli","TET","<=","4","S","PNUSAE018549"
"206122","Escherichia","coli","TET","<=","4","S","PNUSAE018966"
"206126","Escherichia","coli","TET","<=","4","S","PNUSAE021703"
"206127","Escherichia","coli","TET","<=","4","S","PNUSAE019759"
"206128","Escherichia","coli","TET","<=","4","S","PNUSAE023246"
"206129","Escherichia","coli","TET","<=","4","S","PNUSAE021693"
"206130","Escherichia","coli","TET","<=","4","S","PNUSAE022341"
"206131","Escherichia","coli","TET","<=","4","S","PNUSAE022552"
"206132","Escherichia","coli","TET","<=","4","S","PNUSAE022295"
"206133","Escherichia","coli","TET","<=","4","S","PNUSAE020677"
"206135","Escherichia","coli","TET","=","32","R","PNUSAE022837"
"206136","Escherichia","coli","TET","<=","4","S","PNUSAE021985"
"206137","Escherichia","coli","TET","<=","4","S","PNUSAE026149"
"206139","Escherichia","coli","TET","<=","4","S","PNUSAE021745"
"206142","Escherichia","coli","TET","<=","4","S","PNUSAE020880"
"206143","Escherichia","coli","TET","<=","4","S","PNUSAE020297"
"206145","Escherichia","coli","TET","<=","4","S","PNUSAE021840"
"206146","Escherichia","coli","TET","<=","4","S","PNUSAE022182"
"206151","Escherichia","coli","TET","<=","4","S","PNUSAE023331"
"206152","Escherichia","coli","TET","<=","4","S","PNUSAE015425"
"206153","Escherichia","coli","TET","<=","4","S","PNUSAE023897"
"206154","Escherichia","coli","TET","<=","4","S","PNUSAE021974"
"206155","Escherichia","coli","TET","<=","4","S","PNUSAE022092"
"206157","Escherichia","coli","TET","<=","4","S","PNUSAE022730"
"206159","Escherichia","coli","TET",">","32","R","PNUSAE022531"
"206165","Escherichia","coli","TET","<=","4","S","PNUSAE022907"
"206166","Escherichia","coli","TET","<=","4","S","PNUSAE021774"
"206174","Escherichia","coli","TET","<=","4","S","PNUSAE021894"
"206178","Escherichia","coli","TET","<=","4","S","PNUSAE031718"
"206183","Escherichia","coli","TET",">","32","R","PNUSAE022507"
"206184","Escherichia","coli","TET","<=","4","S","PNUSAE021822"
"206187","Escherichia","coli","TET","<=","4","S","PNUSAE024683"
"206191","Escherichia","coli","TET","<=","4","S","PNUSAE024075"
"206195","Escherichia","coli","TET",">","32","R","PNUSAE022001"
"206198","Escherichia","coli","TET","<=","4","S","PNUSAE017383"
"206199","Escherichia","coli","TET",">","32","R","PNUSAE020687"
"206200","Escherichia","coli","TET","<=","4","S","PNUSAE021882"
"206211","Escherichia","coli","TET","<=","4","S","PNUSAE023553"
"206212","Escherichia","coli","TET","<=","4","S","PNUSAE026319"
"206214","Escherichia","coli","TET","<=","4","S","PNUSAE024887"
"206216","Escherichia","coli","TET","<=","4","S","PNUSAE023920"
"206217","Escherichia","coli","TET","<=","4","S","PNUSAE025251"
"206218","Escherichia","coli","TET","<=","4","S","PNUSAE024471"
"206222","Escherichia","coli","TET","<=","4","S","PNUSAE026227"
"206223","Escherichia","coli","TET","<=","4","S","PNUSAE028286"
"206233","Escherichia","coli","TET","<=","4","S","PNUSAE025708"
"206239","Escherichia","coli","TET","<=","4","S","PNUSAE026449"
"206245","Escherichia","coli","TET","=","32","R","SAMN13279824"
"206246","Escherichia","coli","TET","<=","4","S","PNUSAE022711"
"206247","Escherichia","coli","TET","<=","4","S","PNUSAE024352"
"206248","Escherichia","coli","TET",">","32","R","PNUSAE026073"
"206253","Escherichia","coli","TET","<=","4","S","PNUSAE026287"
"206265","Escherichia","coli","TET","<=","4","S","PNUSAE023858"
"206267","Escherichia","coli","TET","<=","4","S","PNUSAE023415"
"206268","Escherichia","coli","TET","<=","4","S","PNUSAE024260"
"206269","Escherichia","coli","TET","<=","4","S","PNUSAE027557"
"206270","Escherichia","coli","TET","<=","4","S","PNUSAE026556"
"206292","Escherichia","coli","TET",">","32","R","PNUSAE023895"
"206293","Escherichia","coli","TET",">","32","R","PNUSAE029196"
"206297","Escherichia","coli","TET","<=","4","S","PNUSAE028497"
"206315","Escherichia","coli","TET",">","32","R","PNUSAE025565"
"206316","Escherichia","coli","TET","<=","4","S","PNUSAE026814"
"206363","Escherichia","coli","TET","<=","4","S","PNUSAE022216"
"206364","Escherichia","coli","TET","<=","4","S","PNUSAE023671"
"206373","Escherichia","coli","TET","<=","4","S","PNUSAE026833"
"206383","Escherichia","coli","TET","<=","4","S","PNUSAE027256"
"206386","Escherichia","coli","TET","<=","4","S","PNUSAE031875"
"206394","Escherichia","coli","TET","<=","4","S","PNUSAE029167"
"206400","Escherichia","coli","TET",">","32","R","PNUSAE027007"
"206401","Escherichia","coli","TET","<=","4","S","PNUSAE029893"
"206408","Escherichia","coli","TET","<=","4","S","PNUSAE032290"
"206409","Escherichia","coli","TET","<=","4","S","PNUSAE037103"
"206410","Escherichia","coli","TET",">","32","R","PNUSAE029652"
"206413","Escherichia","coli","TET","<=","4","S","PNUSAE028047"
"206414","Escherichia","coli","TET","=","32","R","PNUSAE030194"
"206417","Escherichia","coli","TET","<=","4","S","PNUSAE037017"
"206423","Escherichia","coli","TET",">","32","R","PNUSAE033074"
"206426","Escherichia","coli","TET",">","32","R","PNUSAE025977"
"206445","Escherichia","coli","TET","<=","4","S","PNUSAE028809"
"206446","Escherichia","coli","TET","<=","4","S","PNUSAE033543"
"206452","Escherichia","coli","TET","<=","4","S","PNUSAE037713"
"206462","Escherichia","coli","TET","<=","4","S","PNUSAE030857"
"206463","Escherichia","coli","TET","<=","4","S","PNUSAE035837"
"206480","Escherichia","coli","TET","<=","4","S","PNUSAE029316"
"206481","Escherichia","coli","TET","<=","4","S","PNUSAE034811"
"206483","Escherichia","coli","TET","<=","4","S","PNUSAE030625"
