"","Genus","Species","Antibiotic","Equiv","Result","Phenotype","Data"
"92639","Escherichia","coli","COT","<=","0.12","S","SAMN13279960"
"92640","Escherichia","coli","COT","<=","0.12","S","SAMN13279928"
"92641","Escherichia","coli","COT",">","4","R","SAMN13283333"
"92642","Escherichia","coli","COT","=","1","S","SAMN13283332"
"92643","Escherichia","coli","COT","<=","0.12","S","SAMN13242745"
"92644","Escherichia","coli","COT",">","4","R","PNUSAE003358"
"92645","Escherichia","coli","COT","<=","0.12","S","SAMN13242711"
"92646","Escherichia","coli","COT",">","4","R","SAMN13279832"
"92647","Escherichia","coli","COT","<=","0.12","S","SAMN13242768"
"92648","Escherichia","coli","COT","<=","0.12","S","SAMN13279884"
"92649","Escherichia","coli","COT","<=","0.12","S","SAMN13242763"
"92650","Escherichia","coli","COT",">","4","R","SAMN13242726"
"92651","Escherichia","coli","COT","<=","0.12","S","SAMN13242722"
"92652","Escherichia","coli","COT",">","4","R","PNUSAE002904"
"92653","Escherichia","coli","COT","<=","0.12","S","SAMN13242707"
"92654","Escherichia","coli","COT","<=","0.12","S","SAMN13242729"
"92656","Escherichia","coli","COT","<=","0.12","S","SAMN13242723"
"92657","Escherichia","coli","COT","<=","0.12","S","SAMN13242767"
"92658","Escherichia","coli","COT","<=","0.12","S","SAMN13242748"
"92659","Escherichia","coli","COT","<=","0.12","S","SAMN13283331"
"92660","Escherichia","coli","COT",">","4","R","SAMN13242765"
"92661","Escherichia","coli","COT","=","0.25","S","SAMN13279822"
"92662","Escherichia","coli","COT","<=","0.12","S","SAMN13279887"
"92663","Escherichia","coli","COT","<=","0.12","S","SAMN13279886"
"92664","Escherichia","coli","COT","<=","0.12","S","SAMN13279881"
"92665","Escherichia","coli","COT","=","0.25","S","SAMN13280850"
"92666","Escherichia","coli","COT","<=","0.12","S","SAMN13280854"
"92667","Escherichia","coli","COT","<=","0.12","S","SAMN13242766"
"92668","Escherichia","coli","COT","<=","0.12","S","SAMN13242725"
"92670","Escherichia","coli","COT","=","0.25","S","SAMN13242727"
"92671","Escherichia","coli","COT","<=","0.12","S","SAMN13242721"
"92672","Escherichia","coli","COT","<=","0.12","S","PNUSAE004899"
"92673","Escherichia","coli","COT","<=","0.12","S","SAMN13242728"
"92674","Escherichia","coli","COT","<=","0.12","S","SAMN13242741"
"92675","Escherichia","coli","COT","<=","0.12","S","SAMN13242738"
"92677","Escherichia","coli","COT","<=","0.12","S","SAMN13279866"
"92678","Escherichia","coli","COT",">","4","R","SAMN13279865"
"92679","Escherichia","coli","COT","<=","0.12","S","PNUSAE006822"
"92680","Escherichia","coli","COT","<=","0.12","S","SAMN13280855"
"92681","Escherichia","coli","COT","<=","0.12","S","SAMN13280856"
"92682","Escherichia","coli","COT","<=","0.12","S","SAMN13279830"
"92683","Escherichia","coli","COT","<=","0.12","S","SAMN13279837"
"92684","Escherichia","coli","COT","<=","0.12","S","SAMN13279937"
"92685","Escherichia","coli","COT","<=","0.12","S","SAMN13283343"
"92686","Escherichia","coli","COT","<=","0.12","S","PNUSAE004693"
"92687","Escherichia","coli","COT","<=","0.12","S","SAMN13279900"
"92688","Escherichia","coli","COT","<=","0.12","S","SAMN13291111"
"92689","Escherichia","coli","COT","<=","0.12","S","PNUSAE004615"
"92690","Escherichia","coli","COT","<=","0.12","S","SAMN13242705"
"92691","Escherichia","coli","COT","<=","0.12","S","SAMN13242704"
"92692","Escherichia","coli","COT","<=","0.12","S","SAMN11031658"
"92693","Escherichia","coli","COT","<=","0.12","S","SAMN13280851"
"92695","Escherichia","coli","COT","<=","0.12","S","SAMN13280860"
"92696","Escherichia","coli","COT","<=","0.12","S","SAMN13242730"
"92697","Escherichia","coli","COT","<=","0.12","S","SAMN13242724"
"92698","Escherichia","coli","COT","<=","0.12","S","PNUSAE005366"
"92699","Escherichia","coli","COT","<=","0.12","S","PNUSAE004240"
"92700","Escherichia","coli","COT","<=","0.12","S","PNUSAE003278"
"92701","Escherichia","coli","COT","<=","0.12","S","SAMN13279833"
"92702","Escherichia","coli","COT","<=","0.12","S","SAMN11031637"
"92704","Escherichia","coli","COT","<=","0.12","S","SAMN13242731"
"92705","Escherichia","coli","COT","<=","0.12","S","PNUSAE005432"
"92707","Escherichia","coli","COT","<=","0.12","S","SAMN08595247"
"92708","Escherichia","coli","COT","<=","0.12","S","SAMN13279961"
"92709","Escherichia","coli","COT","<=","0.12","S","SAMN13283335"
"92710","Escherichia","coli","COT",">","4","R","SAMN11031719"
"92711","Escherichia","coli","COT","<=","0.12","S","SAMN13242719"
"92712","Escherichia","coli","COT",">","4","R","PNUSAE005416"
"92713","Escherichia","coli","COT","<=","0.12","S","PNUSAE003883"
"92715","Escherichia","coli","COT","<=","0.12","S","SAMN13279920"
"92716","Escherichia","coli","COT","<=","0.12","S","SAMN13279889"
"92717","Escherichia","coli","COT","<=","0.12","S","SAMN13279826"
"92718","Escherichia","coli","COT","<=","0.12","S","SAMN11031748"
"92719","Escherichia","coli","COT","<=","0.12","S","SAMN13279827"
"92720","Escherichia","coli","COT","<=","0.12","S","SAMN11031601"
"92721","Escherichia","coli","COT","<=","0.12","S","SAMN11031598"
"92722","Escherichia","coli","COT","<=","0.12","S","SAMN11031657"
"92723","Escherichia","coli","COT","<=","0.12","S","SAMN11031646"
"92724","Escherichia","coli","COT","<=","0.12","S","SAMN11031634"
"92725","Escherichia","coli","COT","<=","0.12","S","SAMN13242703"
"92726","Escherichia","coli","COT","<=","0.12","S","PNUSAE004496"
"92727","Escherichia","coli","COT","<=","0.12","S","SAMN11031747"
"92728","Escherichia","coli","COT","<=","0.12","S","SAMN11031714"
"92729","Escherichia","coli","COT","<=","0.12","S","SAMN11031729"
"92730","Escherichia","coli","COT","<=","0.12","S","SAMN11031715"
"92731","Escherichia","coli","COT",">","4","R","SAMN13242764"
"92732","Escherichia","coli","COT","<=","0.12","S","SAMN13279823"
"92733","Escherichia","coli","COT","<=","0.12","S","SAMN11031756"
"92734","Escherichia","coli","COT","<=","0.12","S","SAMN11031728"
"92735","Escherichia","coli","COT","<=","0.12","S","PNUSAE005390"
"92736","Escherichia","coli","COT","<=","0.12","S","SAMN13280868"
"92740","Escherichia","coli","COT","<=","0.12","S","SAMN11031727"
"92741","Escherichia","coli","COT","<=","0.12","S","SAMN11031726"
"92742","Escherichia","coli","COT","<=","0.12","S","SAMN11031738"
"92743","Escherichia","coli","COT","<=","0.12","S","SAMN11031656"
"92745","Escherichia","coli","COT","<=","0.12","S","SAMN11031654"
"92746","Escherichia","coli","COT","<=","0.12","S","SAMN11031594"
"92747","Escherichia","coli","COT","<=","0.12","S","SAMN11031606"
"92748","Escherichia","coli","COT","<=","0.12","S","SAMN13279959"
"92749","Escherichia","coli","COT","<=","0.12","S","SAMN13279936"
"92750","Escherichia","coli","COT","<=","0.12","S","SAMN11031655"
"92753","Escherichia","coli","COT","=","0.25","S","PNUSAE005630"
"92754","Escherichia","coli","COT",">","4","R","SAMN11031653"
"92756","Escherichia","coli","COT","<=","0.12","S","PNUSAE004858"
"92757","Escherichia","coli","COT","<=","0.12","S","PNUSAE006538"
"92758","Escherichia","coli","COT","<=","0.12","S","SAMN11031753"
"92759","Escherichia","coli","COT","<=","0.12","S","SAMN11031750"
"92761","Escherichia","coli","COT","<=","0.12","S","SAMN06475293"
"92762","Escherichia","coli","COT","<=","0.12","S","SAMN11031721"
"92764","Escherichia","coli","COT","<=","0.12","S","SAMN11031733"
"92766","Escherichia","coli","COT","<=","0.12","S","PNUSAE006824"
"92767","Escherichia","coli","COT","<=","0.12","S","PNUSAE006003"
"92768","Escherichia","coli","COT","=","0.25","S","PNUSAE006964"
"92774","Escherichia","coli","COT","<=","0.12","S","SAMN11031735"
"92775","Escherichia","coli","COT","<=","0.12","S","SAMN11031734"
"92776","Escherichia","coli","COT","<=","0.12","S","PNUSAE006086"
"92778","Escherichia","coli","COT","<=","0.12","S","SAMN13279877"
"92779","Escherichia","coli","COT","<=","0.12","S","SAMN11031760"
"92780","Escherichia","coli","COT","<=","0.12","S","PNUSAE013704"
"92783","Escherichia","coli","COT","<=","0.12","S","SAMN11031607"
"92784","Escherichia","coli","COT","<=","0.12","S","SAMN11031633"
"92787","Escherichia","coli","COT","<=","0.12","S","PNUSAE007631"
"92788","Escherichia","coli","COT","<=","0.12","S","SAMN13279958"
"92791","Escherichia","coli","COT","<=","0.12","S","PNUSAE005155"
"92792","Escherichia","coli","COT","<=","0.12","S","SAMN13283346"
"92793","Escherichia","coli","COT","=","0.25","S","SAMN11031642"
"92796","Escherichia","coli","COT","<=","0.12","S","PNUSAE014508"
"92798","Escherichia","coli","COT","<=","0.12","S","PNUSAE007184"
"92799","Escherichia","coli","COT","<=","0.12","S","PNUSAE005872"
"92801","Escherichia","coli","COT","<=","0.12","S","PNUSAE008899"
"92802","Escherichia","coli","COT","<=","0.12","S","PNUSAE009812"
"92804","Escherichia","coli","COT","<=","0.12","S","PNUSAE008414"
"92806","Escherichia","coli","COT","<=","0.12","S","PNUSAE007247"
"92809","Escherichia","coli","COT","<=","0.12","S","PNUSAE005657"
"92810","Escherichia","coli","COT","<=","0.12","S","PNUSAE006182"
"92811","Escherichia","coli","COT","<=","0.12","S","PNUSAE005498"
"92814","Escherichia","coli","COT","<=","0.12","S","PNUSAE008612"
"92815","Escherichia","coli","COT","<=","0.12","S","PNUSAE008293"
"92818","Escherichia","coli","COT","<=","0.12","S","PNUSAE009509"
"92827","Escherichia","coli","COT","<=","0.12","S","PNUSAE014533"
"92828","Escherichia","coli","COT","<=","0.12","S","PNUSAE014544"
"92829","Escherichia","coli","COT","<=","0.12","S","PNUSAE013461"
"92833","Escherichia","coli","COT","<=","0.12","S","PNUSAE006587"
"92836","Escherichia","coli","COT","<=","0.12","S","SAMN11031640"
"92837","Escherichia","coli","COT","<=","0.12","S","SAMN13279861"
"92848","Escherichia","coli","COT","<=","0.12","S","PNUSAE003931"
"92850","Escherichia","coli","COT","<=","0.12","S","SAMN11031749"
"92851","Escherichia","coli","COT","<=","0.12","S","PNUSAE006222"
"92852","Escherichia","coli","COT","<=","0.12","S","PNUSAE008492"
"92854","Escherichia","coli","COT","<=","0.12","S","PNUSAE009193"
"92855","Escherichia","coli","COT","<=","0.12","S","PNUSAE008231"
"92856","Escherichia","coli","COT","<=","0.12","S","PNUSAE008825"
"92867","Escherichia","coli","COT","<=","0.12","S","PNUSAE006858"
"92872","Escherichia","coli","COT","<=","0.12","S","PNUSAE005576"
"92873","Escherichia","coli","COT","=","0.25","S","SAMN13279863"
"92874","Escherichia","coli","COT","=","0.25","S","SAMN13279862"
"92883","Escherichia","coli","COT","<=","0.12","S","PNUSAE008896"
"92888","Escherichia","coli","COT","<=","0.12","S","PNUSAE009465"
"92890","Escherichia","coli","COT","<=","0.12","S","SAMN11031622"
"92891","Escherichia","coli","COT","<=","0.12","S","SAMN11031616"
"92892","Escherichia","coli","COT","<=","0.12","S","SAMN11031608"
"92893","Escherichia","coli","COT","<=","0.12","S","SAMN11031609"
"92894","Escherichia","coli","COT","<=","0.12","S","PNUSAE004671"
"92895","Escherichia","coli","COT","<=","0.12","S","PNUSAE006360"
"92896","Escherichia","coli","COT","<=","0.12","S","PNUSAE006361"
"92897","Escherichia","coli","COT","<=","0.12","S","PNUSAE006362"
"92898","Escherichia","coli","COT","<=","0.12","S","PNUSAE006363"
"92899","Escherichia","coli","COT","<=","0.12","S","SAMN13280858"
"92900","Escherichia","coli","COT","<=","0.12","S","SAMN13280857"
"92901","Escherichia","coli","COT","<=","0.12","S","SAMN13279836"
"92906","Escherichia","coli","COT","<=","0.12","S","PNUSAE008776"
"92907","Escherichia","coli","COT","<=","0.12","S","PNUSAE009930"
"92911","Escherichia","coli","COT","<=","0.12","S","PNUSAE008774"
"92912","Escherichia","coli","COT","<=","0.12","S","PNUSAE009603"
"92913","Escherichia","coli","COT","<=","0.12","S","PNUSAE010414"
"92919","Escherichia","coli","COT","<=","0.12","S","PNUSAE011038"
"92921","Escherichia","coli","COT","<=","0.12","S","PNUSAE005951"
"92923","Escherichia","coli","COT","<=","0.12","S","PNUSAE009962"
"92926","Escherichia","coli","COT","<=","0.12","S","PNUSAE010251"
"92927","Escherichia","coli","COT","<=","0.12","S","PNUSAE011065"
"92928","Escherichia","coli","COT","<=","0.12","S","PNUSAE010909"
"92930","Escherichia","coli","COT","<=","0.12","S","PNUSAE011459"
"92931","Escherichia","coli","COT",">","4","R","PNUSAE011741"
"92932","Escherichia","coli","COT","<=","0.12","S","PNUSAE010628"
"92933","Escherichia","coli","COT","<=","0.12","S","PNUSAE011354"
"92934","Escherichia","coli","COT","<=","0.12","S","PNUSAE011496"
"92936","Escherichia","coli","COT","<=","0.12","S","PNUSAE008135"
"92937","Escherichia","coli","COT","<=","0.12","S","PNUSAE009674"
"92938","Escherichia","coli","COT","<=","0.12","S","PNUSAE010847"
"92939","Escherichia","coli","COT","<=","0.12","S","PNUSAE011548"
"92940","Escherichia","coli","COT","<=","0.12","S","PNUSAE012050"
"92947","Escherichia","coli","COT","<=","0.12","S","PNUSAE007216"
"92948","Escherichia","coli","COT","<=","0.12","S","PNUSAE010899"
"92949","Escherichia","coli","COT","<=","0.12","S","PNUSAE008102"
"92950","Escherichia","coli","COT","<=","0.12","S","PNUSAE008716"
"92951","Escherichia","coli","COT","<=","0.12","S","PNUSAE009855"
"92952","Escherichia","coli","COT",">","4","R","PNUSAE011717"
"92953","Escherichia","coli","COT","<=","0.12","S","PNUSAE009512"
"92954","Escherichia","coli","COT",">","4","R","PNUSAE010535"
"92955","Escherichia","coli","COT","<=","0.12","S","PNUSAE011703"
"92959","Escherichia","coli","COT","<=","0.12","S","PNUSAE010124"
"92960","Escherichia","coli","COT","<=","0.12","S","PNUSAE011164"
"92961","Escherichia","coli","COT","<=","0.12","S","PNUSAE012158"
"92962","Escherichia","coli","COT","<=","0.12","S","PNUSAE012903"
"92965","Escherichia","coli","COT","<=","0.12","S","PNUSAE013726"
"92966","Escherichia","coli","COT","<=","0.12","S","PNUSAE010312"
"92968","Escherichia","coli","COT","<=","0.12","S","PNUSAE009384"
"92969","Escherichia","coli","COT",">","4","R","PNUSAE012147"
"92970","Escherichia","coli","COT","<=","0.12","S","PNUSAE009861"
"92972","Escherichia","coli","COT","<=","0.12","S","PNUSAE010824"
"92974","Escherichia","coli","COT","<=","0.12","S","PNUSAE011663"
"92978","Escherichia","coli","COT","<=","0.12","S","PNUSAE011110"
"92983","Escherichia","coli","COT","<=","0.12","S","PNUSAE010837"
"92985","Escherichia","coli","COT","<=","0.12","S","PNUSAE011183"
"92988","Escherichia","coli","COT","<=","0.12","S","PNUSAE009996"
"92989","Escherichia","coli","COT","<=","0.12","S","PNUSAE011767"
"92990","Escherichia","coli","COT","<=","0.12","S","PNUSAE010823"
"92991","Escherichia","coli","COT","<=","0.12","S","PNUSAE014232"
"92992","Escherichia","coli","COT","<=","0.12","S","PNUSAE010649"
"92993","Escherichia","coli","COT","<=","0.12","S","PNUSAE012124"
"92997","Escherichia","coli","COT","<=","0.12","S","PNUSAE012243"
"92998","Escherichia","coli","COT","<=","0.12","S","PNUSAE011985"
"92999","Escherichia","coli","COT","<=","0.12","S","PNUSAE012266"
"93003","Escherichia","coli","COT","<=","0.12","S","PNUSAE011282"
"93004","Escherichia","coli","COT","<=","0.12","S","PNUSAE010849"
"93006","Escherichia","coli","COT","<=","0.12","S","PNUSAE012606"
"93012","Escherichia","coli","COT","<=","0.12","S","PNUSAE010691"
"93015","Escherichia","coli","COT","<=","0.12","S","PNUSAE011160"
"93016","Escherichia","coli","COT",">","4","R","PNUSAE011161"
"93019","Escherichia","coli","COT","<=","0.12","S","PNUSAE013109"
"93030","Escherichia","coli","COT","<=","0.12","S","PNUSAE014269"
"93031","Escherichia","coli","COT","<=","0.12","S","PNUSAE013038"
"93041","Escherichia","coli","COT","<=","0.12","S","PNUSAE012191"
"93042","Escherichia","coli","COT","<=","0.12","S","PNUSAE012184"
"93062","Escherichia","coli","COT","<=","0.12","S","PNUSAE013621"
"93072","Escherichia","coli","COT","<=","0.12","S","PNUSAE013279"
"93073","Escherichia","coli","COT","<=","0.12","S","PNUSAE012982"
"93095","Escherichia","coli","COT","<=","0.12","S","SAMN07795430"
"93096","Escherichia","coli","COT","<=","0.12","S","PNUSAE013714"
"93111","Escherichia","coli","COT","<=","0.12","S","PNUSAE012090"
"93112","Escherichia","coli","COT","<=","0.12","S","PNUSAE007348"
"93134","Escherichia","coli","COT","<=","0.12","S","PNUSAE012068"
"93141","Escherichia","coli","COT","<=","0.12","S","PNUSAE012524"
"93155","Escherichia","coli","COT","<=","0.12","S","PNUSAE012285"
"93201","Escherichia","coli","COT","<=","0.12","S","PNUSAE012976"
"93202","Escherichia","coli","COT","<=","0.12","S","PNUSAE006605"
"93205","Escherichia","coli","COT","<=","0.12","S","PNUSAE013242"
"93222","Escherichia","coli","COT","<=","0.12","S","PNUSAE012706"
"93224","Escherichia","coli","COT","<=","0.12","S","PNUSAE007590"
"93229","Escherichia","coli","COT",">","4","R","PNUSAE013555"
"93230","Escherichia","coli","COT","<=","0.12","S","PNUSAE013782"
"93244","Escherichia","coli","COT","<=","0.12","S","PNUSAE011972"
"93256","Escherichia","coli","COT","<=","0.12","S","PNUSAE014765"
"93257","Escherichia","coli","COT",">","4","R","PNUSAE014332"
"93264","Escherichia","coli","COT","<=","0.12","S","PNUSAE012674"
"93271","Escherichia","coli","COT","<=","0.12","S","PNUSAE016682"
"93272","Escherichia","coli","COT","<=","0.12","S","PNUSAE015780"
"93273","Escherichia","coli","COT","<=","0.12","S","PNUSAE014719"
"93282","Escherichia","coli","COT","<=","0.12","S","PNUSAE012709"
"93283","Escherichia","coli","COT","<=","0.12","S","PNUSAE013112"
"93287","Escherichia","coli","COT",">","4","R","PNUSAE014274"
"93293","Escherichia","coli","COT","<=","0.12","S","PNUSAE013412"
"93294","Escherichia","coli","COT","<=","0.12","S","PNUSAE015212"
"93298","Escherichia","coli","COT","<=","0.12","S","PNUSAE013471"
"93318","Escherichia","coli","COT","<=","0.12","S","PNUSAE015078"
"93319","Escherichia","coli","COT","<=","0.12","S","PNUSAE014731"
"93320","Escherichia","coli","COT","<=","0.12","S","PNUSAE013622"
"93325","Escherichia","coli","COT","<=","0.12","S","PNUSAE016138"
"93333","Escherichia","coli","COT","<=","0.12","S","PNUSAE015871"
"93334","Escherichia","coli","COT","<=","0.12","S","PNUSAE013586"
"93335","Escherichia","coli","COT","<=","0.12","S","PNUSAE014775"
"93341","Escherichia","coli","COT",">","4","R","PNUSAE014048"
"93346","Escherichia","coli","COT","<=","0.12","S","PNUSAE013379"
"93350","Escherichia","coli","COT","<=","0.12","S","PNUSAE018078"
"93351","Escherichia","coli","COT","<=","0.12","S","PNUSAE012199"
"93352","Escherichia","coli","COT","<=","0.12","S","PNUSAE016602"
"93355","Escherichia","coli","COT","<=","0.12","S","PNUSAE014270"
"93356","Escherichia","coli","COT",">","4","R","PNUSAE017308"
"93359","Escherichia","coli","COT",">","4","R","SAMN10230730"
"93364","Escherichia","coli","COT",">","4","R","PNUSAE013347"
"93365","Escherichia","coli","COT","<=","0.12","S","PNUSAE014369"
"93369","Escherichia","coli","COT","<=","0.12","S","PNUSAE015759"
"93380","Escherichia","coli","COT",">","4","R","PNUSAE013827"
"93386","Escherichia","coli","COT","<=","0.12","S","PNUSAE017250"
"93389","Escherichia","coli","COT","<=","0.12","S","PNUSAE018320"
"93390","Escherichia","coli","COT",">","4","R","PNUSAE018092"
"93400","Escherichia","coli","COT","<=","0.12","S","PNUSAE016066"
"93401","Escherichia","coli","COT","<=","0.12","S","PNUSAE018470"
"93405","Escherichia","coli","COT","<=","0.12","S","SAMN13283329"
"93406","Escherichia","coli","COT","<=","0.12","S","SAMN13279835"
"93407","Escherichia","coli","COT","<=","0.12","S","SAMN13283334"
"93409","Escherichia","coli","COT","<=","0.12","S","PNUSAE016693"
"93411","Escherichia","coli","COT","<=","0.12","S","PNUSAE013012"
"93413","Escherichia","coli","COT","<=","0.12","S","PNUSAE016225"
"93414","Escherichia","coli","COT","<=","0.12","S","PNUSAE016933"
"93415","Escherichia","coli","COT","<=","0.12","S","PNUSAE019935"
"93416","Escherichia","coli","COT","<=","0.12","S","PNUSAE017163"
"93417","Escherichia","coli","COT","<=","0.12","S","PNUSAE013515"
"93418","Escherichia","coli","COT",">","4","R","PNUSAE013686"
"93419","Escherichia","coli","COT","<=","0.12","S","PNUSAE019273"
"93420","Escherichia","coli","COT","<=","0.12","S","PNUSAE018493"
"93422","Escherichia","coli","COT","<=","0.12","S","PNUSAE016139"
"93423","Escherichia","coli","COT","<=","0.12","S","PNUSAE019109"
"93425","Escherichia","coli","COT","<=","0.12","S","PNUSAE019105"
"93426","Escherichia","coli","COT","<=","0.12","S","PNUSAE016589"
"93428","Escherichia","coli","COT",">","4","R","PNUSAE013687"
"93429","Escherichia","coli","COT","<=","0.12","S","PNUSAE014053"
"93430","Escherichia","coli","COT",">","4","R","PNUSAE014056"
"93431","Escherichia","coli","COT","<=","0.12","S","PNUSAE014057"
"93432","Escherichia","coli","COT","<=","0.12","S","PNUSAE014583"
"93437","Escherichia","coli","COT","<=","0.12","S","PNUSAE012595"
"93439","Escherichia","coli","COT","<=","0.12","S","PNUSAE016743"
"93440","Escherichia","coli","COT","<=","0.12","S","PNUSAE018774"
"93442","Escherichia","coli","COT","<=","0.12","S","PNUSAE015234"
"93443","Escherichia","coli","COT","<=","0.12","S","PNUSAE016352"
"93447","Escherichia","coli","COT","<=","0.12","S","SAMN13279834"
"93448","Escherichia","coli","COT",">","4","R","SAMN13280849"
"93449","Escherichia","coli","COT","<=","0.12","S","SAMN13280863"
"93460","Escherichia","coli","COT","<=","0.12","S","PNUSAE018534"
"93462","Escherichia","coli","COT","<=","0.12","S","PNUSAE016154"
"93463","Escherichia","coli","COT","<=","0.12","S","PNUSAE016708"
"93484","Escherichia","coli","COT","<=","0.12","S","PNUSAE019463"
"93488","Escherichia","coli","COT","<=","0.12","S","PNUSAE011846"
"93489","Escherichia","coli","COT",">","4","R","PNUSAE013769"
"93493","Escherichia","coli","COT","<=","0.12","S","PNUSAE019920"
"93494","Escherichia","coli","COT","<=","0.12","S","PNUSAE018380"
"93510","Escherichia","coli","COT","<=","0.12","S","PNUSAE019484"
"93512","Escherichia","coli","COT",">","4","R","PNUSAE013783"
"93516","Escherichia","coli","COT","<=","0.12","S","PNUSAE020519"
"93519","Escherichia","coli","COT","<=","0.12","S","PNUSAE015999"
"93520","Escherichia","coli","COT","<=","0.12","S","PNUSAE017293"
"93521","Escherichia","coli","COT","<=","0.12","S","PNUSAE018744"
"93523","Escherichia","coli","COT","<=","0.12","S","PNUSAE015395"
"93524","Escherichia","coli","COT","<=","0.12","S","PNUSAE019411"
"93525","Escherichia","coli","COT","<=","0.12","S","PNUSAE019832"
"93532","Escherichia","coli","COT","<=","0.12","S","PNUSAE015206"
"93533","Escherichia","coli","COT","<=","0.12","S","PNUSAE017549"
"93534","Escherichia","coli","COT","<=","0.12","S","PNUSAE018859"
"93539","Escherichia","coli","COT","<=","0.12","S","PNUSAE020493"
"93544","Escherichia","coli","COT","<=","0.12","S","PNUSAE019219"
"93548","Escherichia","coli","COT","<=","0.12","S","PNUSAE020299"
"93549","Escherichia","coli","COT","<=","0.12","S","PNUSAE020889"
"93552","Escherichia","coli","COT","<=","0.12","S","PNUSAE019642"
"93557","Escherichia","coli","COT","<=","0.12","S","PNUSAE016550"
"93558","Escherichia","coli","COT","<=","0.12","S","PNUSAE018576"
"93562","Escherichia","coli","COT","<=","0.12","S","PNUSAE019805"
"93563","Escherichia","coli","COT","<=","0.12","S","PNUSAE020840"
"93566","Escherichia","coli","COT","<=","0.12","S","PNUSAE015602"
"93569","Escherichia","coli","COT","<=","0.12","S","PNUSAE020518"
"93570","Escherichia","coli","COT","<=","0.12","S","PNUSAE019739"
"93573","Escherichia","coli","COT","<=","0.12","S","PNUSAE020789"
"93574","Escherichia","coli","COT","<=","0.12","S","PNUSAE021393"
"93575","Escherichia","coli","COT","<=","0.12","S","PNUSAE019675"
"93576","Escherichia","coli","COT","=","0.5","S","PNUSAE016025"
"93577","Escherichia","coli","COT","<=","0.12","S","PNUSAE020588"
"93579","Escherichia","coli","COT","<=","0.12","S","PNUSAE020264"
"93585","Escherichia","coli","COT","<=","0.12","S","PNUSAE021337"
"93588","Escherichia","coli","COT","<=","0.12","S","PNUSAE016997"
"93593","Escherichia","coli","COT","<=","0.12","S","PNUSAE022107"
"93595","Escherichia","coli","COT","<=","0.12","S","PNUSAE021561"
"93596","Escherichia","coli","COT","<=","0.12","S","PNUSAE021567"
"93597","Escherichia","coli","COT","<=","0.12","S","PNUSAE019983"
"93598","Escherichia","coli","COT","<=","0.12","S","PNUSAE019409"
"93599","Escherichia","coli","COT","<=","0.12","S","PNUSAE020098"
"93606","Escherichia","coli","COT","<=","0.12","S","PNUSAE019614"
"93607","Escherichia","coli","COT","<=","0.12","S","PNUSAE017042"
"93608","Escherichia","coli","COT","<=","0.12","S","PNUSAE018138"
"93612","Escherichia","coli","COT","<=","0.12","S","PNUSAE019533"
"93614","Escherichia","coli","COT","<=","0.12","S","PNUSAE019726"
"93617","Escherichia","coli","COT","<=","0.12","S","PNUSAE019329"
"93618","Escherichia","coli","COT","<=","0.12","S","PNUSAE021588"
"93619","Escherichia","coli","COT","<=","0.12","S","PNUSAE021236"
"93627","Escherichia","coli","COT","<=","0.12","S","PNUSAE021148"
"93628","Escherichia","coli","COT","<=","0.12","S","PNUSAE021901"
"93630","Escherichia","coli","COT","<=","0.12","S","PNUSAE020814"
"93632","Escherichia","coli","COT","<=","0.12","S","PNUSAE017189"
"93633","Escherichia","coli","COT","<=","0.12","S","PNUSAE020254"
"93638","Escherichia","coli","COT",">","4","R","PNUSAE022469"
"93639","Escherichia","coli","COT","<=","0.12","S","PNUSAE021802"
"93641","Escherichia","coli","COT","<=","0.12","S","PNUSAE024487"
"93643","Escherichia","coli","COT","<=","0.12","S","PNUSAE020169"
"93644","Escherichia","coli","COT",">","4","R","PNUSAE021710"
"93645","Escherichia","coli","COT","<=","0.12","S","PNUSAE021571"
"93646","Escherichia","coli","COT","<=","0.12","S","PNUSAE020675"
"93647","Escherichia","coli","COT","<=","0.12","S","PNUSAE021657"
"93648","Escherichia","coli","COT","<=","0.12","S","PNUSAE017833"
"93649","Escherichia","coli","COT","<=","0.12","S","PNUSAE018549"
"93650","Escherichia","coli","COT","<=","0.12","S","PNUSAE018966"
"93654","Escherichia","coli","COT","<=","0.12","S","PNUSAE021703"
"93655","Escherichia","coli","COT","<=","0.12","S","PNUSAE019759"
"93656","Escherichia","coli","COT","<=","0.12","S","PNUSAE023246"
"93657","Escherichia","coli","COT","<=","0.12","S","PNUSAE021693"
"93658","Escherichia","coli","COT","<=","0.12","S","PNUSAE022341"
"93659","Escherichia","coli","COT","<=","0.12","S","PNUSAE022552"
"93660","Escherichia","coli","COT","<=","0.12","S","PNUSAE022295"
"93661","Escherichia","coli","COT","<=","0.12","S","PNUSAE020677"
"93663","Escherichia","coli","COT",">","4","R","PNUSAE022837"
"93664","Escherichia","coli","COT","<=","0.12","S","PNUSAE021985"
"93665","Escherichia","coli","COT","<=","0.12","S","PNUSAE026149"
"93667","Escherichia","coli","COT","<=","0.12","S","PNUSAE021745"
"93670","Escherichia","coli","COT","<=","0.12","S","PNUSAE020880"
"93671","Escherichia","coli","COT","<=","0.12","S","PNUSAE020297"
"93673","Escherichia","coli","COT","<=","0.12","S","PNUSAE021840"
"93674","Escherichia","coli","COT","<=","0.12","S","PNUSAE022182"
"93679","Escherichia","coli","COT","<=","0.12","S","PNUSAE023331"
